Country Name,PPP_for_ER,RER,Forex rate,PPP,con_RER,Final_diff,diff_in_ave_RER
Australia,1.503624,100.0,1.090159486,1.324427905,1.4438376441588567,-0.059786355841143335,1.0950474112541722
Brazil,1.388336,100.0,1.759226711,0.789185797,1.3883567340242238,2.0734024223756364e-05,1.252361055957714
Bulgaria,0.676944,100.0,1.477391667,0.458199996,0.6769408559098333,-3.1440901666623944e-06,1.1083586765656868
Cameroon,237.517299,100.0,494.7942622,0.480032407,237.51728065365512,-1.8346344887731902e-05,0.9992493248677372
Canada,1.22182,100.0,1.030112735,1.186103189,1.2218200000130117,1.3011813848606835e-11,1.114723277162501
Chile,359.83702,100.0,510.2491667,0.705218195,359.83699634042813,-2.3659571866119222e-05,1.0345239039127467
China,3.328867,100.0,6.770269029,0.491686815,3.3288520155621524,-1.498443784742065e-05,1.0054373209456944
Czechia,13.672703,100.0,19.09825,0.715887634,13.6722010060405,-0.0005019939594994582,1.1312299859697232
Denmark,7.591225,100.0,5.624075,1.349723466,7.5909460020439505,-0.0002789979560491318,1.014651075325936
Georgia,0.761769,100.0,1.782341667,0.427408063,0.7617871994966611,1.8199496661042147e-05,1.0411934466583432
"Hong Kong SAR, China",5.14097,100.0,7.769166667,0.661711602,5.1409477214255705,-2.2278574429712705e-05,0.8572583852170527
Hungary,126.417091,100.0,207.9441667,0.607915312,126.41244297801053,-0.004648021989467566,1.0741860562268726
Iceland,132.887715,100.0,122.2418112,1.087048929,132.8828299439802,-0.004885056019787726,0.8146309713825719
Israel,3.990075,100.0,3.738975,1.067157443,3.9900750004409247,4.4092463014067107e-10,1.017862799475154
Japan,111.709563,100.0,87.779875,1.272610185,111.70956296302688,-3.6973119676986244e-08,1.0407627054295154
Mexico,7.679662,100.0,12.63600833,0.607760525,7.679667056545172,5.056545171910898e-06,0.9438749042248218
Morocco,3.774658,100.0,8.417158333,0.448445749,3.7746388730937763,-1.9126906223743134e-05,0.9668926540790841
New Zealand,1.496818,100.0,1.387833828,1.078897898,1.4973309998024935,0.0005129998024935301,1.021191731183276
North Macedonia,18.73046,100.0,46.48539167,0.402932238,18.730462899899656,2.8998996555174017e-06,0.982389111314462
Norway,9.151695,100.0,6.044166667,1.51408118,9.151358999288027,-0.00033600071197348313,1.0349052170696922
Poland,1.804907,100.0,3.0153,0.598561006,1.8048410013917997,-6.599860820033498e-05,1.0290008504661996
Romania,1.537659,100.0,3.1779,0.483860398,1.5376599588042001,9.58804200035246e-07,1.0441729398151256
Russian Federation,15.821142,100.0,30.36791534,0.520982419,15.821149993820406,7.993820405616248e-06,1.1626293259829241
Saudi Arabia,1.401647,100.0,3.75,0.373772634,1.4016473775,3.7749999992620076e-07,0.9409104042003714
Singapore,0.854328,100.0,1.363508333,0.62656991,0.8543332934920599,5.293492059910143e-06,1.0032939430889267
South Africa,4.61997,100.0,7.321221961,0.631040048,4.6199842576880945,1.425768809415473e-05,1.0986596718866048
Sweden,9.025084,100.0,7.207524167,1.252129274,9.024752002563165,-0.0003319974368345413,0.955633282875499
Switzerland,1.466137,100.0,1.042905646,1.405767632,1.4660830003768504,-5.399962314966977e-05,1.012679196389951
United Kingdom,0.702279,100.0,0.647179346,1.085097979,0.7022530003951417,-2.599960485827335e-05,0.8619376361292451
United States,1.0,100.0,1.0,1.0,1.0,0.0,0.923879908964671
Zambia,2.247433,100.0,4.7975,0.468498157,2.2476199082075,0.00018690820750011383,1.141132066874366
